age,policy_number,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
41,710741,500,1106.77,FEMALE,College,prof-specialty,other-relative,45500,-62500,Parked Car,None,Trivial Damage,Police,WV,Columbus,1,None,2,0,NO,5000,500,500,4000,N
41,507545,1000,1298.85,FEMALE,High School,sales,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,3,None,1,3,YES,54450,6050,12100,36300,N
38,485642,1000,1276.73,FEMALE,Masters,handlers-cleaners,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,3,NO,1,3,None,61920,6880,6880,48160,N
29,796375,2000,1202.28,MALE,High School,exec-managerial,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,1,None,1,2,NO,43700,4370,4370,34960,Y
31,171183,500,671.92,MALE,Masters,machine-op-inspct,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,1,None,2,0,None,64080,7120,7120,49840,N
27,714784,1000,1008.79,FEMALE,Masters,adm-clerical,own-child,46000,0,Vehicle Theft,None,Trivial Damage,Police,WV,Columbus,1,NO,2,3,None,4400,0,550,3850,N
44,996850,1000,1397.0,MALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,1,NO,1,0,NO,61740,6860,6860,48020,N
27,284834,1000,1664.66,FEMALE,Associate,priv-house-serv,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,1,None,0,3,None,57500,5750,5750,46000,N
39,830878,1000,1151.39,FEMALE,Masters,exec-managerial,wife,0,-63900,Parked Car,None,Minor Damage,Police,NY,Springfield,1,YES,0,0,None,8700,870,1740,6090,N
57,407958,500,1063.67,MALE,Masters,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,1,NO,2,0,YES,59400,6600,6600,46200,N
46,832300,1000,709.14,MALE,Masters,machine-op-inspct,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,NO,1,0,NO,54890,9980,4990,39920,N
42,655356,500,1339.39,FEMALE,Associate,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,1,None,1,2,YES,61490,11180,11180,39130,N
27,831053,1000,1202.75,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,3,NO,0,2,YES,79560,6630,13260,59670,N
34,893853,500,991.39,MALE,High School,tech-support,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,3,None,1,0,NO,77770,14140,14140,49490,N
36,831479,2000,987.42,FEMALE,Associate,machine-op-inspct,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3,NO,0,3,None,47080,4280,8560,34240,N
27,326289,500,1048.39,FEMALE,Masters,transport-moving,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1,None,2,1,YES,34650,6300,3150,25200,N
42,779156,1000,1230.76,MALE,High School,machine-op-inspct,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,1,None,1,1,NO,78980,7180,14360,57440,Y
31,856153,500,1255.02,MALE,Associate,sales,not-in-family,58200,0,Parked Car,None,Minor Damage,None,SC,Riverwood,1,YES,1,0,NO,6160,560,1120,4480,N
50,521694,2000,836.11,MALE,Masters,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,4,YES,1,2,NO,72840,12140,6070,54630,N
40,136520,500,1450.98,MALE,Associate,exec-managerial,husband,43700,0,Parked Car,None,Trivial Damage,Police,WV,Northbend,1,None,0,2,NO,6050,1100,1100,3850,N
47,912665,2000,1133.27,FEMALE,High School,craft-repair,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,2,None,0,2,YES,60500,11000,5500,44000,Y
37,952300,1000,1439.9,FEMALE,Associate,prof-specialty,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,NO,1,2,NO,53680,9760,4880,39040,N
45,322609,1000,1230.69,MALE,Masters,transport-moving,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,1,NO,0,2,NO,53800,5380,5380,43040,N
35,431583,2000,1124.69,FEMALE,Masters,handlers-cleaners,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,1,YES,0,3,YES,54340,9880,4940,39520,N
35,155912,1000,1520.78,FEMALE,High School,craft-repair,wife,0,-42900,Parked Car,None,Trivial Damage,None,SC,Columbus,1,None,0,2,YES,2860,520,260,2080,Y
28,110143,2000,1609.11,MALE,High School,craft-repair,own-child,0,0,Vehicle Theft,None,Minor Damage,Police,WV,Hillsdale,1,YES,2,1,YES,5490,0,1220,4270,N
45,808544,1000,1358.91,MALE,Masters,craft-repair,unmarried,0,0,Vehicle Theft,None,Trivial Damage,Police,WV,Northbend,1,NO,0,2,None,7370,670,1340,5360,N
34,409074,500,1295.87,FEMALE,PhD,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3,None,1,0,NO,50800,5080,5080,40640,Y
48,824728,500,1161.03,MALE,Associate,adm-clerical,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,2,None,1,1,None,41520,5190,5190,31140,N
38,606037,2000,1441.06,FEMALE,Masters,armed-forces,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,1,None,2,3,YES,89650,8150,16300,65200,N
32,111874,1000,1464.42,FEMALE,High School,exec-managerial,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,None,2,0,NO,62260,5660,5660,50940,N
38,439844,500,1543.68,FEMALE,Masters,prof-specialty,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,1,NO,0,1,YES,51920,9440,4720,37760,Y
40,463513,500,1390.89,MALE,College,armed-forces,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,1,None,2,2,None,53460,9720,4860,38880,N
36,607351,500,1616.26,MALE,High School,exec-managerial,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,3,NO,2,3,None,77440,14080,7040,56320,N
40,682754,500,1398.94,MALE,College,craft-repair,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,1,NO,1,2,NO,68300,6830,13660,47810,N
32,757352,1000,1238.92,MALE,Associate,other-service,other-relative,57800,-53700,Parked Car,None,Trivial Damage,None,NY,Arlington,1,None,0,2,None,5060,460,920,3680,N
31,526296,500,1045.12,FEMALE,High School,transport-moving,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,3,NO,0,2,None,69930,0,15540,54390,Y
27,658816,1000,1537.33,FEMALE,College,handlers-cleaners,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,3,YES,1,1,NO,77700,7770,15540,54390,N
54,913337,500,912.3,MALE,College,prof-specialty,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,3,NO,2,1,None,68750,12500,12500,43750,Y
29,488464,2000,1007.28,FEMALE,High School,adm-clerical,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3,NO,1,3,YES,91080,16560,16560,57960,N
20,480094,1000,1189.98,FEMALE,High School,craft-repair,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1,NO,1,3,YES,48360,4030,8060,36270,N
34,263108,1000,1576.41,MALE,Associate,handlers-cleaners,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,1,YES,1,1,YES,95000,9500,9500,76000,N
32,298412,500,1172.82,MALE,Associate,machine-op-inspct,other-relative,82100,0,Vehicle Theft,None,Trivial Damage,Police,SC,Arlington,1,None,1,3,NO,3900,780,390,2730,N
39,261905,500,1312.22,MALE,High School,transport-moving,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,None,0,3,NO,59400,11880,5940,41580,Y
43,674485,1000,671.01,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,1,None,2,0,None,60210,6690,6690,46830,N
57,991480,2000,1373.21,MALE,College,adm-clerical,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,3,NO,0,0,NO,62800,6280,12560,43960,N
48,804219,1000,1625.65,MALE,College,farming-fishing,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,1,YES,1,3,None,59500,11900,5950,41650,N
37,483088,2000,1295.63,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,3,YES,1,0,None,53460,5940,5940,41580,N
33,100804,1000,1459.96,FEMALE,High School,adm-clerical,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,3,NO,0,1,NO,41690,7580,7580,26530,N
46,941807,500,1219.94,FEMALE,Masters,prof-specialty,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,1,None,0,1,YES,63100,6310,12620,44170,N
60,593466,500,1064.49,MALE,Associate,priv-house-serv,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,1,NO,2,1,None,62880,5240,10480,47160,Y
51,437442,1000,959.83,FEMALE,Masters,sales,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,3,None,2,2,YES,75400,17400,11600,46400,Y
47,794951,500,1285.01,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,1,NO,2,2,YES,58500,5850,5850,46800,N
43,687755,2000,1539.06,MALE,Masters,sales,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,1,NO,0,3,None,64200,10700,10700,42800,N
25,757644,2000,988.06,FEMALE,Masters,other-service,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,3,YES,1,0,NO,32320,4040,4040,24240,N
28,998865,1000,1740.57,FEMALE,College,farming-fishing,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,1,None,0,1,None,33480,3720,3720,26040,N
38,944953,1000,1540.91,MALE,College,adm-clerical,wife,40900,0,Vehicle Theft,None,Trivial Damage,None,VA,Northbend,1,NO,1,1,YES,4320,480,960,2880,N
29,386429,500,1381.88,MALE,High School,tech-support,other-relative,0,-77800,Vehicle Theft,None,Trivial Damage,Police,SC,Hillsdale,1,NO,0,2,None,4200,840,420,2940,N
45,749325,500,948.1,FEMALE,High School,machine-op-inspct,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,3,None,0,2,None,69300,13860,6930,48510,N
30,774303,500,1471.24,FEMALE,Masters,farming-fishing,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,3,NO,2,2,NO,32480,4060,4060,24360,N
38,719989,2000,566.11,MALE,Associate,armed-forces,unmarried,0,0,Parked Car,None,Trivial Damage,Police,NC,Springfield,1,YES,0,0,NO,2640,440,440,1760,N
43,444035,1000,1524.45,MALE,High School,handlers-cleaners,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,4,NO,0,0,NO,42700,4270,4270,34160,Y
47,431478,1000,1556.17,MALE,College,prof-specialty,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,1,YES,1,3,NO,40260,3660,7320,29280,Y
50,797634,500,1216.24,MALE,Masters,priv-house-serv,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,1,NO,2,0,None,50000,5000,10000,35000,N
35,284836,500,1484.72,FEMALE,High School,tech-support,husband,0,0,Parked Car,None,Trivial Damage,None,NY,Riverwood,1,NO,0,1,NO,3840,640,320,2880,N
47,885789,1000,1393.34,MALE,High School,exec-managerial,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,3,YES,1,3,YES,56160,6240,12480,37440,N
42,287436,1000,1484.48,MALE,PhD,armed-forces,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,1,NO,2,3,None,63030,5730,11460,45840,N
41,496067,500,1581.27,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,1,YES,2,2,NO,63470,5770,11540,46160,N
38,206004,1000,1281.25,FEMALE,High School,tech-support,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,1,None,0,2,NO,44440,8080,4040,32320,Y
36,469426,1000,1497.41,MALE,PhD,machine-op-inspct,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,3,NO,2,0,YES,77200,9650,9650,57900,N
30,654974,500,803.36,FEMALE,High School,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,3,None,0,0,YES,57000,0,11400,45600,N
45,943425,2000,1221.41,FEMALE,Masters,farming-fishing,wife,46700,-72500,Vehicle Theft,None,Trivial Damage,Police,WV,Riverwood,1,NO,2,1,NO,2700,300,300,2100,N
36,641845,500,1865.83,MALE,College,transport-moving,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,1,None,2,1,YES,47300,4300,8600,34400,N
37,794534,2000,1434.27,FEMALE,Associate,tech-support,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,1,None,2,3,None,55110,5010,10020,40080,N
31,357808,500,1114.68,FEMALE,Associate,other-service,husband,44500,-55900,Vehicle Theft,None,Trivial Damage,Police,SC,Springfield,1,YES,1,0,NO,4320,480,480,3360,N
38,536052,2000,1218.56,FEMALE,Masters,transport-moving,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,3,YES,2,2,None,68760,11460,5730,51570,Y
33,790225,500,964.92,FEMALE,Associate,exec-managerial,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,4,NO,2,1,NO,35300,3530,3530,28240,Y
57,587498,500,1351.72,MALE,High School,tech-support,wife,0,-49400,Parked Car,None,Minor Damage,None,NY,Springfield,1,YES,1,3,None,2640,480,480,1680,N
41,639027,1000,817.28,MALE,High School,sales,unmarried,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,3,None,1,1,NO,60190,4630,9260,46300,Y
39,217899,1000,1389.59,FEMALE,Masters,machine-op-inspct,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,3,YES,1,3,NO,41580,3780,7560,30240,Y
43,458829,1000,1294.04,FEMALE,Masters,handlers-cleaners,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,1,YES,2,3,YES,79320,13220,6610,59490,N
33,626208,1000,840.81,FEMALE,High School,farming-fishing,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,1,YES,0,2,None,82610,7510,7510,67590,Y
46,283267,2000,1090.32,MALE,College,handlers-cleaners,husband,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,1,NO,1,2,None,51390,5710,5710,39970,Y
44,442494,500,1780.67,MALE,Associate,other-service,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Springfield,1,NO,1,0,NO,70200,7020,7020,56160,Y
23,520179,2000,1471.44,MALE,High School,transport-moving,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,1,NO,2,1,NO,50380,4580,9160,36640,Y
61,607974,500,1265.72,FEMALE,Masters,handlers-cleaners,wife,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,1,YES,0,2,None,64350,9900,9900,44550,N
29,465065,1000,1274.7,MALE,College,prof-specialty,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,3,YES,2,3,YES,55400,5540,11080,38780,Y
28,447226,500,1122.95,MALE,Masters,priv-house-serv,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,3,NO,0,3,YES,74880,12480,12480,49920,N
44,831668,2000,1655.79,FEMALE,Masters,exec-managerial,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,1,YES,0,0,YES,105820,16280,16280,73260,N
43,922937,1000,935.77,MALE,Associate,prof-specialty,own-child,0,-36000,Vehicle Theft,None,Trivial Damage,Police,PA,Northbend,1,NO,1,0,YES,7150,1300,650,5200,N
58,640474,2000,1192.04,MALE,Associate,craft-repair,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,1,YES,0,0,NO,55800,11160,11160,33480,N
34,153298,500,990.11,MALE,Masters,sales,other-relative,0,-41200,Parked Car,None,Trivial Damage,None,NY,Riverwood,1,None,1,3,YES,5830,1060,1060,3710,N
41,334749,2000,1422.21,FEMALE,Associate,handlers-cleaners,unmarried,0,-46400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1,YES,2,1,NO,85900,17180,17180,51540,Y
29,221283,500,914.85,MALE,Associate,prof-specialty,other-relative,72100,0,Parked Car,None,Minor Damage,Police,OH,Columbus,1,NO,2,3,NO,7110,790,1580,4740,N
43,961496,500,1123.84,MALE,PhD,prof-specialty,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,3,NO,0,0,YES,36960,6720,3360,26880,N
39,804751,2000,838.02,FEMALE,College,tech-support,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,3,None,2,0,YES,64400,6440,6440,51520,N
43,369226,500,1300.68,MALE,PhD,adm-clerical,unmarried,49000,0,Parked Car,None,Minor Damage,None,NC,Northbend,1,NO,1,3,YES,1920,480,0,1440,N
32,713172,1000,985.97,FEMALE,College,protective-serv,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,1,None,2,3,None,82170,14940,7470,59760,Y
41,621756,1000,1129.23,FEMALE,College,farming-fishing,own-child,17300,-60400,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,1,None,1,0,YES,50300,10060,5030,35210,Y
43,947598,1000,1114.29,FEMALE,High School,transport-moving,other-relative,51300,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,1,None,2,2,YES,66660,6060,6060,54540,N
26,658002,2000,1509.04,FEMALE,Associate,prof-specialty,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1,YES,2,3,NO,78320,7120,14240,56960,N
34,374545,500,664.86,FEMALE,PhD,craft-repair,wife,0,-60000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1,None,0,1,NO,105040,16160,16160,72720,N
33,180286,1000,1422.78,FEMALE,High School,exec-managerial,husband,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,3,None,2,3,YES,52800,5280,5280,42240,N
42,662088,500,1212.75,FEMALE,College,prof-specialty,own-child,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,1,None,0,0,YES,55200,9200,13800,32200,N
34,884365,1000,1423.34,MALE,Associate,sales,not-in-family,55300,-37900,Vehicle Theft,None,Minor Damage,None,WV,Riverwood,1,YES,0,3,NO,9100,1400,1400,6300,N
33,507452,500,1124.59,MALE,College,adm-clerical,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,1,NO,1,2,NO,40800,6800,6800,27200,N
50,990624,1000,1569.33,MALE,PhD,machine-op-inspct,not-in-family,79600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Springfield,3,NO,2,1,YES,84500,13000,13000,58500,Y
39,892148,500,1359.36,MALE,PhD,exec-managerial,husband,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Arlington,3,YES,2,2,YES,71610,13020,6510,52080,Y
41,605100,500,1042.25,MALE,Masters,exec-managerial,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,3,NO,2,3,NO,81240,6770,20310,54160,Y
39,143109,500,1453.95,FEMALE,PhD,armed-forces,not-in-family,38200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Springfield,3,YES,0,3,NO,29300,2930,5860,20510,N
44,769602,1000,1156.19,FEMALE,College,machine-op-inspct,husband,49900,-62700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,3,YES,0,3,None,49400,9880,4940,34580,N
31,973546,500,1493.5,FEMALE,Associate,priv-house-serv,not-in-family,39900,-44000,Vehicle Theft,None,Minor Damage,Police,WV,Northbrook,1,NO,2,1,NO,8030,1460,730,5840,N
40,608039,500,1155.38,FEMALE,PhD,handlers-cleaners,not-in-family,34200,-32300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,1,NO,0,0,YES,63900,6390,6390,51120,N
55,250162,500,878.19,MALE,PhD,machine-op-inspct,unmarried,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,4,YES,0,2,NO,38640,4830,4830,28980,N
35,938634,500,1427.46,MALE,High School,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,3,None,0,0,None,87900,17580,8790,61530,N
32,482495,500,1592.41,MALE,Masters,prof-specialty,husband,58900,-29100,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,1,None,2,3,YES,53400,5340,5340,42720,N
36,796005,1000,1274.63,MALE,College,machine-op-inspct,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,1,YES,2,3,NO,52030,9460,9460,33110,N
60,910604,500,1362.31,MALE,High School,prof-specialty,wife,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,1,NO,0,2,NO,82060,14920,7460,59680,N
35,327488,1000,919.37,FEMALE,Associate,protective-serv,not-in-family,83600,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,1,None,0,3,None,48360,8060,8060,32240,N
31,715202,1000,1377.23,FEMALE,Masters,armed-forces,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,3,None,2,1,None,52290,5810,11620,34860,N
57,648852,1000,995.55,MALE,College,protective-serv,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,3,YES,0,3,None,68200,12400,12400,43400,Y
43,516959,500,1508.12,MALE,PhD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,3,None,2,1,NO,60750,13500,6750,40500,Y
30,984456,500,484.67,FEMALE,College,adm-clerical,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,None,0,2,YES,65560,11920,11920,41720,Y
50,801331,1000,1561.41,FEMALE,High School,handlers-cleaners,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,3,YES,1,3,NO,70290,12780,12780,44730,N
61,259792,1000,1232.79,FEMALE,High School,adm-clerical,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,1,YES,2,0,YES,70500,7050,14100,49350,N
39,362407,500,1264.99,MALE,PhD,transport-moving,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,1,None,1,1,NO,37800,8400,4200,25200,N
33,179538,2000,1124.43,FEMALE,College,farming-fishing,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,3,YES,0,1,YES,44200,8840,4420,30940,N
28,265437,1000,1319.81,MALE,High School,machine-op-inspct,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,4,NO,1,0,YES,31680,3520,3520,24640,N
61,921851,1000,1328.18,FEMALE,High School,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,1,NO,2,1,NO,56340,6260,6260,43820,N
38,192524,2000,1133.85,MALE,PhD,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,3,YES,2,2,YES,60480,5040,15120,40320,N
61,338070,1000,1037.32,FEMALE,High School,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,3,None,2,1,NO,80880,6740,13480,60660,N
61,865607,1000,1562.8,FEMALE,Masters,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1,None,1,2,YES,49390,8980,4490,35920,N
41,728491,2000,1615.14,FEMALE,Associate,tech-support,other-relative,67100,0,Vehicle Theft,None,Minor Damage,None,NY,Springfield,1,NO,0,1,None,3740,680,680,2380,N
33,553436,500,1236.5,MALE,PhD,other-service,husband,0,-48700,Parked Car,None,Trivial Damage,None,NY,Hillsdale,1,NO,0,1,NO,5060,460,920,3680,N
40,463237,2000,1306.0,MALE,Associate,machine-op-inspct,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,3,YES,2,1,None,50050,7700,3850,38500,Y
27,753452,2000,1174.14,MALE,College,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,4,YES,0,0,NO,59070,10740,5370,42960,N
30,920554,1000,1231.01,MALE,College,adm-clerical,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,3,NO,1,2,None,28440,3160,3160,22120,N
34,594783,500,1299.18,FEMALE,College,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,1,YES,2,1,YES,45540,8280,8280,28980,Y
39,607259,500,1390.72,MALE,Masters,tech-support,other-relative,83900,-52100,Parked Car,None,Trivial Damage,None,SC,Northbrook,1,YES,2,1,YES,5830,1060,530,4240,N
32,979336,500,1694.09,FEMALE,Associate,prof-specialty,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1,YES,0,2,None,57240,4770,9540,42930,Y
